aid,uid,label
2169,5636090,-1
1827,47620153,-1
1017,13831714,-1
1566,53749743,-1
191,808226,-1
2031,64906027,-1
389,41358255,-1
191,10694321,-1
914,45748637,-1
692,4352752,-1
1781,48275400,-1
1918,40140991,-1
519,34004351,-1
1407,76343574,-1
191,69011702,-1
1496,39927930,1
231,59302028,-1
231,68781906,-1
136,57021043,-1
692,51157279,1
1119,33960564,-1
1950,82477265,-1
2050,76382927,1
136,2228676,-1
692,80315302,-1
1605,21483498,-1
1119,6798208,-1
1254,77417323,-1
117,81082596,-1
70,70204286,-1
914,81300820,-1
121,67656003,-1
1605,2539208,-1
1530,46285444,-1
432,19056213,-1
1827,3316427,-1
1512,40776133,-1
2068,32587118,-1
411,18445596,-1
1819,74847495,-1
1291,34828141,-1
1119,61092486,-1
1605,20057796,-1
1596,1459467,-1
70,55962412,-1
1622,34781014,-1
1918,60633587,-1
914,7449694,-1
1023,53761419,-1
1530,62634375,-1
562,6807132,-1
692,20273671,-1
838,41125684,-1
1925,36259358,-1
1894,42097026,-1
2201,5195815,-1
1254,52438658,-1
1918,32772458,-1
191,167215,-1
1566,37803788,-1
1291,33064665,-1
1599,5661902,-1
1790,85899,-1
191,30529460,-1
1566,57715171,-1
191,62746005,-1
1379,17825541,-1
117,25030676,-1
1508,47706940,-1
1338,45659657,-1
1140,40613106,-1
1254,79762903,-1
1749,19167232,-1
1918,8651066,-1
2112,26326567,-1
145,56196631,-1
1119,20373244,-1
1827,53042628,-1
692,41986079,-1
2118,47135033,-1
70,31087137,-1
191,61807194,-1
853,59677977,-1
1716,77247093,-1
1119,43694450,-1
692,14543749,-1
450,26655460,-1
1119,65788413,-1
692,55757111,-1
1918,35282875,-1
1918,52568641,-1
471,47469324,-1
1847,24403458,-1
7,60269075,-1
692,68802077,-1
191,20776539,-1
1119,74891666,-1
2013,7742247,-1
725,21310671,-1
173,4756120,-1
12,18693571,-1
117,13347533,-1
1507,38985834,-1
1140,69553261,-1
543,77732522,1
1991,3082894,1
389,7280317,-1
74,43401794,-1
2050,6162319,-1
206,1430521,-1
1119,32605100,-1
70,51449430,-1
1728,4130970,1
411,78234910,-1
1254,11685912,-1
2013,4309235,-1
1291,74835641,-1
2205,81401368,-1
1291,62077410,-1
2031,58808037,-1
692,76009877,-1
1291,63310792,-1
966,22834424,-1
1119,23470290,-1
561,47660677,-1
1415,27802054,-1
2031,78314934,-1
1530,50126000,1
1291,37078215,-1
916,56930116,-1
1841,36393346,-1
1749,20087506,1
1605,10688617,1
561,68715840,-1
692,77426161,-1
136,53448392,-1
2013,28522532,-1
916,21928124,-1
411,25813196,-1
1503,36662632,-1
1119,5265847,-1
1728,738664,-1
2013,45112443,-1
432,74921422,-1
1119,79425439,-1
1338,23841199,-1
1530,63977511,-1
12,62115457,-1
1827,35779349,-1
164,38540184,-1
389,73696718,-1
939,63405148,-1
727,35969277,-1
975,33318148,-1
1379,61884348,-1
145,59916352,-1
1415,23330438,-1
1819,61783865,-1
1021,55897080,1
1254,11523670,-1
561,39098396,-1
692,37023093,-1
725,53150721,-1
369,21176729,-1
727,24088755,-1
1291,82813,-1
1291,31108448,-1
2118,43691681,-1
613,30947731,-1
1350,69112793,-1
205,6368028,-1
70,15713432,-1
692,9908740,-1
765,77999637,-1
1930,56106478,1
471,12301077,-1
1827,12868548,-1
1714,31740107,-1
966,4520115,-1
1842,48653512,-1
692,70802437,-1
411,70447378,-1
404,46556014,-1
1407,13447114,-1
765,74824504,-1
2066,39388217,-1
1605,25838401,-1
70,31306501,-1
1605,50953160,-1
914,38172174,-1
1119,30128991,-1
561,21005667,-1
1468,69844629,-1
692,47821794,-1
2050,34093676,-1
117,32192922,-1
136,40965022,-1
1215,11337699,-1
70,81152672,-1
136,7257372,-1
1119,20326803,-1
7,6146421,-1
86,71165366,1
212,4424998,-1
613,67465073,-1
916,33535908,-1
1291,29003376,-1
692,57217940,-1
2068,897154,-1
1671,31615528,-1
561,12078510,-1
647,49539884,-1
1017,33919908,-1
411,28777847,-1
2031,21730372,-1
686,56455945,-1
1931,1113730,-1
692,5899097,-1
206,37361975,-1
692,71891008,-1
411,44852857,-1
2031,49221052,-1
2013,37091138,-1
1468,78326305,-1
914,44568304,-1
1950,8356593,-1
1468,29265339,-1
1605,25990989,-1
1714,5901706,-1
1415,77560367,-1
1017,72184300,-1
1819,49272790,-1
136,70984774,-1
1728,16119511,-1
846,68832062,-1
1966,46874008,-1
1119,35865477,-1
1918,21676862,-1
1566,54524754,1
70,42163930,-1
692,42551601,-1
1429,21227369,-1
1950,18991350,-1
692,36502866,-1
1962,12140235,-1
1377,59032566,-1
561,40265602,-1
748,68217429,-1
692,80589596,-1
1530,38748082,-1
927,75262597,-1
432,14143744,-1
1201,9869716,-1
1468,79106816,1
117,36636152,-1
1530,23789488,-1
1291,26153526,-1
1415,78091304,-1
1940,52295184,-1
1596,21817825,-1
692,27953746,-1
692,76250109,-1
70,19338698,-1
1508,19550426,-1
173,59476453,-1
692,40421840,-1
454,2977287,-1
647,8333027,-1
121,63592370,-1
1291,61912781,-1
1379,45787913,-1
699,23780642,-1
1596,13863930,-1
1119,68790506,-1
212,48406614,-1
411,80474058,-1
454,75865514,-1
914,16304041,-1
2047,62652167,-1
1918,40637029,-1
529,51840563,-1
1918,80461572,-1
1379,81780943,-1
1277,65432350,-1
411,5043284,-1
1468,39403293,-1
164,31989619,-1
1918,30553832,-1
792,70370728,-1
914,46943519,-1
7,58057064,-1
454,36795930,-1
454,22494344,-1
302,11233045,-1
411,70589334,-1
1566,9911885,-1
1119,51338049,-1
1530,30068425,-1
136,11096683,-1
692,36446219,-1
1580,37521359,-1
1407,64880896,-1
70,1484590,-1
136,30295975,-1
136,30213624,-1
1215,46714052,-1
1171,41191989,-1
692,57631392,1
1566,44609975,-1
725,56921582,-1
311,2339851,-1
1716,4393206,-1
1291,34138866,-1
1254,15397737,-1
136,67663617,-1
136,78645903,-1
1468,10612072,-1
792,38939785,-1
1407,58533436,-1
2118,4413131,-1
624,55350942,-1
411,51437714,-1
1605,37129824,-1
1483,79468217,-1
311,63587384,-1
1950,70407519,-1
748,22180150,-1
1429,8067284,-1
191,4447670,-1
1566,43115267,-1
1468,63164957,-1
191,63490730,-1
411,29667358,-1
411,69337867,-1
2050,69247410,-1
1530,70843090,-1
1530,49999000,-1
212,63486176,-1
86,62204966,-1
454,44061414,-1
74,67584729,-1
1449,53572549,-1
1716,4948832,-1
1415,8647737,-1
692,59329149,-1
1119,77509332,-1
1468,69234600,-1
1277,76905694,-1
914,61163972,-1
792,39718946,-1
411,36468515,-1
411,19755372,-1
145,8293992,-1
916,15784721,-1
1017,62838040,-1
1781,68349949,-1
914,20067098,-1
121,16526146,1
1415,49437772,-1
1291,17905906,-1
1749,14910454,-1
1605,20540251,-1
916,11989428,-1
2066,11292273,-1
1940,57002232,-1
529,65963654,-1
173,59599556,-1
1468,553071,-1
191,6810896,-1
792,12989078,-1
692,52122365,-1
1566,53371815,-1
1017,29067373,-1
1415,76181738,-1
1566,72074260,-1
914,56424999,-1
389,35227311,-1
1375,1837215,-1
411,71439201,-1
1596,68391140,-1
692,11041098,-1
12,36392384,-1
914,20349940,-1
173,6482578,-1
846,710663,-1
1379,40805586,-1
117,52042356,-1
1017,63426940,-1
1918,51203240,-1
1530,18193343,-1
1338,50738127,-1
1379,13005914,-1
98,69223262,-1
692,32655827,-1
432,32940532,-1
191,61298079,-1
1991,35762541,-1
692,4687114,-1
1377,10578288,-1
1672,80999149,1
1291,25592417,-1
231,54287617,-1
914,48147858,-1
1017,29742889,-1
1508,56394097,-1
561,38509455,1
543,63981453,-1
1379,20269049,-1
70,32168442,-1
1291,51469430,-1
1918,18936963,-1
1468,61491975,-1
2031,21581483,-1
1728,10277861,-1
916,62077916,-1
692,6335493,1
692,7657189,-1
1254,7549616,-1
1827,68366596,-1
411,14982001,-1
1338,15140528,-1
1291,27720629,1
916,62016092,-1
191,72239377,-1
692,76103740,-1
1119,75199168,-1
692,43027070,-1
1468,1280665,-1
692,44522214,-1
411,77986326,-1
1119,32326499,-1
1749,370886,-1
389,41961028,-1
914,4345561,-1
1468,55803822,-1
1107,72697495,-1
846,15756285,-1
117,57039550,-1
411,42196029,-1
1566,30056294,-1
1375,41678732,-1
916,72877815,-1
1566,65234375,-1
121,54900893,-1
1291,50631784,-1
1904,9988938,-1
688,20733167,-1
725,27903316,-1
1107,20705103,-1
191,50804276,-1
1017,23243186,-1
1449,51803303,-1
136,50638927,-1
1468,72451292,-1
846,81020705,1
302,60336908,-1
561,39966863,-1
1407,23503098,-1
1140,2618254,-1
561,59094500,-1
70,21636507,-1
1017,51876369,-1
1350,72965347,-1
1284,43171817,-1
1291,56865380,-1
692,20396031,-1
1335,63011467,-1
1377,55100527,-1
1819,18281052,-1
70,41199601,-1
765,57505734,-1
561,39979619,-1
561,62360672,-1
692,36172771,1
1918,14895348,-1
411,76926801,-1
1605,58326650,-1
302,36098740,-1
70,21803456,-1
561,6817409,-1
1827,16416197,-1
302,41902968,-1
1107,73894313,-1
1119,32653589,-1
369,36021817,-1
846,40900969,-1
1119,7127564,-1
1468,51618132,-1
1291,12391591,-1
561,70837295,1
727,66445838,-1
1530,46746191,-1
846,65679664,-1
692,42817802,-1
914,22111916,-1
1566,61167006,-1
927,82413451,-1
561,32273931,-1
692,37141904,-1
1254,63315243,1
1338,23600423,-1
191,82369065,-1
1379,58933891,-1
1017,15986855,-1
1950,72002242,-1
1950,48359256,-1
1530,62436527,-1
1407,72674740,1
1749,22442386,-1
2031,29726651,-1
1291,23216131,-1
914,38780498,-1
136,332168,-1
191,10003850,1
1716,78163289,-1
302,40066162,-1
1119,51220436,-1
543,52274129,-1
1140,3306252,-1
561,14131648,-1
1201,39982212,-1
411,33200409,-1
1716,61306863,-1
1023,18482440,-1
1017,36765825,-1
1119,73755936,-1
411,74328562,-1
420,13223967,-1
1449,62142583,-1
916,65283682,-1
2118,58606901,-1
369,48184083,-1
916,29113099,-1
1714,41630750,-1
2050,30913641,-1
2013,59467276,-1
1468,21454946,-1
121,54061042,-1
1291,59241676,-1
411,1539117,-1
1017,30446036,-1
420,22132318,-1
692,54554776,-1
389,31828496,-1
561,61853918,-1
1503,104641,-1
1468,66641868,-1
1894,27333251,-1
1017,18260927,-1
1119,35977892,-1
1119,51014000,-1
1781,1166513,-1
411,44001459,-1
543,67528807,-1
692,64052592,-1
846,25412538,-1
1415,5751304,-1
692,45742572,-1
389,69470928,-1
561,22330824,-1
117,47915916,-1
543,68056958,-1
914,28740077,-1
1605,5200327,-1
853,53541691,-1
562,30608159,-1
12,45757617,-1
369,74190578,-1
916,701426,-1
1291,9638720,-1
206,39064262,-1
1415,45087419,-1
1566,66220679,-1
1566,20945906,1
1827,15958106,-1
846,50702893,-1
1950,51006519,-1
136,51404903,-1
1468,58159744,-1
1291,28561085,-1
173,65543429,-1
1215,22115936,-1
914,72791513,-1
692,14639464,-1
853,75890427,-1
966,57012653,-1
1714,4907842,-1
1291,45158873,-1
894,50239055,-1
1716,29092793,-1
136,33688362,-1
1202,22194557,-1
1468,49141207,-1
561,79365839,-1
1291,4733563,-1
1027,75906430,-1
1317,16016011,-1
1119,3365799,1
117,6975143,-1
692,61191001,-1
1468,68852309,-1
1599,77996367,-1
692,17572070,-1
1566,54934528,-1
2054,73197753,-1
7,48212842,-1
916,57117834,-1
1599,28279128,-1
173,56462538,-1
1377,67401004,-1
1317,51762083,1
966,76492633,-1
70,54500380,-1
191,3634247,1
191,45910016,-1
411,35196980,-1
1379,73910278,-1
516,63175689,-1
1530,62440417,-1
2068,44483468,-1
748,41351883,-1
692,27248366,-1
932,50654947,-1
960,27574715,-1
1350,38816662,-1
1918,46126227,-1
692,68319866,-1
411,4557812,-1
1596,1106791,-1
2196,43191944,1
692,28889849,-1
1291,42129213,-1
1512,9643566,-1
765,17650764,-1
692,42318753,-1
1119,29436156,-1
302,9031269,-1
516,71078759,-1
1379,31671220,-1
136,1710596,-1
692,70114002,-1
1119,29490011,-1
1596,76822159,-1
561,58013195,-1
692,66155687,-1
1119,14423485,1
1468,35739971,-1
1716,33768425,-1
1819,48654033,-1
432,8465441,-1
561,80428877,-1
886,76311552,-1
561,50021693,-1
1415,54513888,-1
2013,81445456,-1
117,1328736,-1
916,13679547,-1
206,17376887,-1
7,57538406,-1
286,35683186,-1
1672,45890469,-1
1496,49761161,-1
686,39782973,-1
1291,58319774,-1
1508,52274542,-1
1449,26253861,-1
1596,52664830,-1
1377,49182723,-1
561,13614298,-1
1182,67875094,1
2013,72475996,-1
692,28757210,-1
692,62349378,-1
12,40764483,-1
2068,10145583,-1
846,34870568,-1
136,7731064,-1
647,74726184,-1
1017,25971763,-1
1291,10592885,-1
686,53202739,-1
420,40543550,-1
1119,24044721,1
846,33569593,-1
1140,46355249,-1
1622,7432748,-1
432,60183226,-1
231,33489329,-1
1044,17375787,-1
1415,62628693,-1
1566,58883680,-1
1379,80510819,-1
212,7178444,-1
1566,62240826,-1
191,52647791,1
1215,38737870,-1
1749,33836516,-1
1918,50441982,-1
1918,34531236,-1
1566,7482590,-1
2031,71377577,-1
2031,63999203,-1
543,30805126,-1
1377,59296772,-1
692,59241249,-1
1119,29736921,-1
302,74074413,-1
692,54625343,-1
561,20247471,-1
117,64619145,-1
914,12055187,-1
411,17073999,-1
692,21745808,-1
117,5217617,-1
411,12544190,-1
389,11898568,-1
692,43881688,-1
411,15638556,-1
1119,34440559,-1
404,10135214,-1
1119,26047018,-1
1291,54278083,-1
692,3847199,-1
1566,5825135,-1
692,68867303,-1
1496,20432724,-1
1119,66434564,-1
1918,21834642,-1
1728,43026053,-1
927,74592495,-1
70,60790639,-1
966,24733071,-1
121,18794798,-1
70,68245175,-1
389,8417524,-1
1596,16859906,-1
692,40691082,-1
432,76679585,1
1377,73663351,-1
1819,27191105,-1
748,50864120,-1
117,17147630,-1
543,55256773,-1
2031,58861702,-1
18,59640417,-1
420,29881753,-1
1566,12617419,-1
1503,12430210,-1
1379,20773964,-1
1566,35614993,-1
2031,13669168,-1
2216,39545351,1
369,54543763,-1
272,18200468,-1
432,13523881,1
1496,58924029,-1
692,71174250,-1
1254,27124935,-1
1377,14104164,-1
543,62025335,-1
1918,17604556,-1
173,25149091,-1
1468,55359356,-1
966,37468352,-1
1566,24068107,-1
1596,6392241,-1
561,6243023,-1
1379,60211273,-1
1566,46816548,-1
1379,44069065,-1
1950,27610014,-1
692,42073626,-1
1950,79880900,1
1021,3384637,-1
1580,34097858,-1
117,15011442,-1
117,44115110,-1
692,76234120,-1
1714,27442204,-1
2013,50749267,-1
1918,77079445,-1
1119,82097889,-1
70,62348002,-1
1415,29555499,-1
1119,53147826,-1
748,14012105,-1
1728,56381165,-1
916,52676824,-1
1119,32038637,-1
1377,25225148,-1
411,6639888,-1
1350,15595572,-1
846,35965964,-1
1415,35610538,-1
1119,13688312,-1
1468,8915034,-1
1950,17740441,-1
1017,25475646,-1
7,5583538,-1
1338,19777560,-1
1918,20882016,-1
681,78446823,-1
1918,16663659,-1
136,14130081,-1
1379,23772089,-1
1596,73567984,-1
1119,9352046,-1
1566,7895310,-1
389,14287753,1
2054,20134391,-1
1605,33469805,-1
212,74564216,-1
1596,70352725,-1
389,39794363,-1
1119,43687479,-1
1415,39105422,1
1119,47640959,-1
1119,50365710,-1
692,27351161,-1
191,21775452,-1
1021,30860472,-1
117,50747915,1
692,1540449,-1
561,41114898,-1
1284,11322407,-1
302,28275191,-1
1119,68928825,-1
1910,68013592,-1
1566,73107725,-1
404,66445310,-1
1530,78431086,-1
916,59904734,-1
1201,79779343,-1
875,3002765,-1
1468,57454206,-1
692,41022689,-1
1530,26368283,1
411,68462680,-1
1379,39460490,-1
1635,10050825,-1
389,73386971,-1
692,80437141,-1
1291,55640069,-1
2048,27808344,-1
1119,11785024,1
74,46400190,-1
1119,79834130,1
1468,19343156,-1
1291,14645456,-1
411,17991058,-1
1496,56479725,-1
1017,74939282,-1
1291,72810043,-1
699,50900596,-1
2118,18251481,1
2031,74348456,-1
411,57668060,-1
191,55476999,-1
1950,69102725,-1
1468,55751486,-1
2013,43498946,-1
1202,78268242,-1
692,32285729,-1
1119,8232842,-1
1119,20701099,-1
70,10105420,-1
846,66025718,-1
1530,70156773,-1
1918,59102114,-1
1962,55828828,-1
1749,2620288,-1
1119,70095294,-1
846,36413461,-1
2205,47488885,-1
1483,29223604,-1
692,52434641,-1
1530,20851167,-1
2054,52723525,-1
1904,37065904,-1
1291,75436760,-1
1377,13143068,-1
411,72887583,-1
1407,35698204,-1
1508,22551751,-1
2013,18414468,-1
1017,7387751,-1
432,78381708,-1
2031,80705609,-1
7,66982437,-1
916,28728232,-1
1468,37625688,-1
1017,76275569,-1
1468,46892305,-1
692,44938045,1
302,7320674,-1
692,43524663,-1
12,45128334,-1
411,4963796,-1
1918,2554617,-1
12,5580990,-1
1596,1559961,-1
561,12809764,-1
12,23136557,-1
311,77045293,-1
686,57671241,1
2031,71306813,-1
411,36502795,-1
1749,76110281,-1
692,41165562,-1
286,37207891,1
1119,26128408,-1
1749,82322456,-1
1171,65717816,-1
692,18497560,-1
916,67404729,-1
1468,9572456,-1
1468,58834350,-1
1182,33097077,-1
914,32071125,-1
1468,69627481,-1
311,53746712,-1
411,78452921,-1
792,7207387,-1
1749,71441849,-1
692,26682600,-1
692,4789740,1
70,32724646,-1
916,73915792,-1
692,61328106,-1
136,67118206,-1
1918,24514834,-1
411,17230429,-1
136,31163003,-1
117,5019563,-1
916,11370337,-1
1291,8009613,-1
1254,21387890,-1
727,55562730,-1
1017,44169925,-1
792,52179513,-1
302,27798515,1
1119,48638121,-1
1468,5862884,-1
2013,37224966,-1
411,19456583,-1
1415,57186047,-1
1085,46810302,-1
136,23573327,-1
70,40757438,-1
12,13670917,-1
136,63076076,-1
1566,37369416,-1
1507,53986435,-1
1918,14876382,-1
1468,37301366,-1
916,50294131,-1
2013,18565584,-1
1950,44272019,-1
1566,49284361,-1
1621,61702238,-1
411,66369628,-1
2050,26909562,-1
1201,881227,-1
561,47296560,-1
1596,46421521,-1
302,60977354,-1
846,81367546,-1
1605,68854474,1
136,70757879,-1
1468,50169423,-1
2044,52123439,-1
6,82455941,-1
692,46904711,-1
191,51186408,-1
2031,1484843,-1
1728,67485360,-1
914,48827559,-1
411,23834535,-1
121,54818275,-1
699,32001981,-1
2118,50257647,-1
1728,45740965,-1
1119,44712430,-1
692,75463561,-1
18,71493319,-1
2154,23191430,-1
2118,9212178,-1
1119,66466202,-1
136,49503620,-1
1566,15739616,-1
145,53970447,-1
2013,57318731,-1
1714,26257389,1
369,74400673,-1
1605,20455340,-1
1468,51696938,-1
543,57027182,-1
561,73657128,-1
389,2951206,-1
1379,5708607,-1
1119,13821284,-1
1468,27542505,-1
699,81164099,-1
1107,23683205,-1
70,36861890,1
411,81713883,-1
1407,75137260,-1
136,31417993,-1
692,50848432,-1
1415,55270325,-1
1415,53110643,-1
74,10251173,-1
1605,11748870,-1
411,12162607,-1
692,35183498,-1
1407,70748715,-1
117,15259856,-1
561,14453972,-1
1119,20152722,-1
1904,12250152,-1
2118,38883318,1
1449,80997137,-1
914,19579994,-1
1468,41253130,-1
692,72007649,-1
411,70315186,-1
1566,49410828,-1
1904,38493806,-1
1291,61519481,-1
1714,46869529,-1
2048,43756178,-1
1119,82349738,-1
561,45123915,-1
914,63056006,-1
436,61546068,-1
432,3828122,-1
191,18655157,-1
1468,48916056,-1
692,4264400,-1
191,59052042,-1
1728,81470300,-1
136,5410017,-1
692,27736026,-1
98,27012082,-1
1714,29163399,-1
1468,18751691,-1
191,58825050,-1
1021,10997540,-1
692,80066199,-1
647,28702221,-1
1468,14269329,-1
1017,861376,-1
894,1825837,-1
519,4539059,-1
1918,11765879,-1
302,35366699,-1
173,63901111,-1
1605,3716019,-1
1119,16710332,1
529,14120885,-1
1140,41283805,-1
699,30242275,-1
1291,50735086,-1
1291,54871724,-1
1415,22740480,1
117,4504146,-1
389,41829150,-1
2118,2922734,-1
1291,14695678,-1
1716,71236167,-1
311,24315732,-1
70,7216315,-1
1566,82532482,-1
1021,35595644,-1
1119,2007455,-1
121,75866404,-1
1468,55299414,-1
692,32280417,-1
927,31997387,-1
1023,66851660,-1
1468,78378250,-1
1254,63322669,-1
1291,24655065,-1
1827,75997325,-1
561,77036856,-1
916,67203418,-1
1871,57696030,-1
2031,11711458,-1
692,13740952,-1
2048,66574053,-1
1338,80123628,-1
1819,2524872,1
311,18408557,-1
1950,73291085,-1
932,10160707,-1
1407,55167021,-1
727,7793490,-1
846,14732093,-1
272,8230196,-1
1940,33041510,-1
411,22702302,-1
686,62839200,-1
2013,56597269,-1
1966,34560678,-1
1819,67580978,-1
369,63781989,-1
692,64090999,-1
411,24895139,-1
543,54705567,-1
1468,40869338,-1
692,58885059,-1
411,58623426,-1
914,70121686,-1
1277,19538048,-1
1749,43521986,-1
699,77115614,-1
1291,76272555,-1
1566,832681,-1
914,57397777,-1
692,43192541,-1
1728,861762,-1
411,14170022,-1
411,26319449,-1
1291,23860123,-1
1201,50246329,-1
1918,65054241,-1
1671,55627646,-1
369,23185004,-1
932,21992452,-1
136,71607493,-1
7,33523857,-1
914,40349768,-1
692,32729098,-1
966,20616901,-1
1530,9146323,-1
231,57341296,-1
1468,22319002,-1
1566,3966425,-1
692,32033118,-1
1119,66266000,-1
1291,72105217,-1
1415,3730623,-1
692,28681459,-1
1672,4096630,-1
2118,63203745,-1
191,35587731,-1
1119,8551820,-1
1415,32303425,-1
1530,49509575,-1
1966,21533132,-1
1379,44523990,1
1566,26795266,-1
1871,56620055,-1
369,30356486,-1
1991,15548427,-1
1119,15852291,-1
1379,68727177,-1
369,7072539,-1
2118,3857416,-1
1407,40540149,-1
1415,33045023,-1
2118,74047178,-1
70,65382977,-1
1847,16942521,-1
117,21220903,-1
191,32669157,-1
1596,35851503,-1
1716,46156713,-1
692,41969714,-1
1605,29121442,-1
1415,63832918,-1
174,81867154,-1
113,66176437,-1
1119,30497795,-1
2031,46754586,-1
411,49115106,-1
1202,76189418,-1
173,38717752,-1
1254,64296827,-1
70,81326976,-1
1377,43453805,-1
914,1199945,-1
272,8942607,1
692,13077030,-1
191,49446362,1
725,72495326,-1
1468,70763066,-1
692,62033339,-1
1017,12515551,-1
561,50369480,-1
671,75228496,-1
1716,30301534,-1
561,8786888,-1
117,46616105,-1
411,75940960,-1
1254,26805205,-1
1530,75787511,-1
302,17702390,-1
1827,42245819,-1
1119,45011586,-1
932,32485193,-1
420,75016164,-1
561,53063062,-1
1468,33945603,-1
1508,60669609,-1
1017,78555596,-1
914,43269038,-1
136,57974605,-1
966,11800166,1
748,8594985,-1
1957,82276759,-1
1728,20631761,-1
389,64958590,-1
1714,57933679,-1
1291,45415023,-1
432,12355329,-1
1635,49425021,-1
411,57441197,-1
389,36663292,-1
1468,6539023,-1
117,53369186,-1
302,77338243,1
286,11362964,-1
389,77214583,-1
692,3897983,-1
432,64522484,-1
1918,27286385,-1
914,78600102,-1
725,74513602,-1
311,7240621,-1
1605,57122769,-1
70,19544269,-1
1291,27294317,-1
692,56407096,-1
1468,1624456,-1
432,15025274,-1
272,48417704,-1
1379,70487544,-1
916,2949261,-1
1749,29726589,-1
692,38123132,-1
411,20203975,-1
725,3967219,-1
1291,70298154,-1
1605,45818332,-1
1107,41883648,-1
1415,1434112,-1
1429,29717006,-1
561,16850530,-1
74,51217861,-1
1819,73122612,-1
1580,13261580,-1
1338,2978047,-1
231,3411387,-1
1449,66492425,-1
529,74496704,-1
7,14479077,-1
1017,5775460,-1
914,39338560,-1
117,38992690,-1
846,55387929,-1
1714,19654905,-1
1023,13830609,-1
1950,37305635,-1
411,72214701,-1
2118,38494963,-1
1605,81492382,-1
692,78027946,-1
1950,1619511,-1
98,76993860,-1
117,67516498,-1
543,74813111,-1
561,12138936,-1
1530,45804510,-1
1496,80795220,-1
191,75223142,-1
692,59800125,-1
12,50684484,-1
725,11427980,-1
1407,28003795,-1
1415,33536066,-1
2031,74105591,-1
699,4937277,1
174,51745477,-1
117,32565156,-1
389,63296396,-1
1338,47905905,-1
846,21249272,-1
1918,49375484,-1
411,8012985,-1
286,78122772,-1
692,70311461,-1
1781,7570335,-1
471,26988077,-1
411,3435636,-1
1377,59924350,-1
1171,13959762,1
727,69755827,-1
70,18569389,-1
692,40106999,-1
1468,24712017,-1
561,57359873,1
2118,82458683,-1
2048,33594722,-1
692,39250039,-1
1605,42976150,-1
765,8707891,-1
411,49780119,-1
1781,36703367,-1
543,20508318,-1
1215,26718619,1
1910,64143982,-1
12,78318947,-1
519,29912950,-1
389,43305130,1
792,47585465,-1
1672,37769030,-1
117,55748752,-1
1918,14900339,-1
692,73140063,-1
692,50451107,-1
914,81315093,-1
70,69697839,-1
411,70323898,-1
1468,59280782,-1
561,58440852,-1
1291,49218202,-1
191,57807278,-1
174,34411917,-1
1119,21102183,-1
725,11018117,-1
2118,56364621,-1
1023,71196944,-1
70,43930037,-1
1962,7649040,-1
404,1874105,-1
411,58460414,-1
404,70074439,-1
1027,24844081,-1
1950,78640685,-1
647,36602280,-1
529,60081020,-1
792,32234410,-1
7,28437123,-1
1023,35225019,-1
1119,25850037,-1
927,53172232,-1
1918,13860520,-1
1119,49306741,-1
1254,67576746,-1
1017,37461020,-1
561,42080020,-1
1215,49179417,-1
725,62467844,-1
1291,54941510,-1
1291,11145513,-1
2066,4218028,-1
561,33320335,-1
74,7474927,-1
561,12771796,-1
1291,18194787,-1
1119,46268154,-1
748,7327618,1
471,64598746,-1
1468,8073604,-1
70,71933861,-1
117,54701198,-1
1291,63505243,-1
792,61548925,-1
1017,58765892,-1
1966,2436145,-1
1827,70001760,-1
1605,14012480,-1
1468,27299335,-1
2050,6994275,-1
1201,6306504,-1
1057,46990190,-1
1338,12327634,-1
543,68535293,-1
692,76199569,-1
1291,72331806,-1
1566,32879514,-1
1021,65141846,-1
191,66122048,-1
914,73438863,-1
136,13891998,-1
1918,69352631,-1
1468,12780306,1
1596,81095378,-1
2044,75591528,-1
692,11337762,-1
1017,31682205,-1
1714,72107593,-1
432,26240504,-1
916,54821196,-1
1918,14667112,-1
311,56730811,-1
916,12542223,1
561,47012964,-1
191,82516437,-1
692,67056241,-1
117,30706441,-1
1566,66628996,-1
1107,24144873,-1
692,24490653,-1
1119,55920710,-1
1918,31849633,-1
1781,18938231,-1
671,23379575,-1
692,71287674,-1
2031,62734755,1
1931,9950575,-1
206,53874986,-1
846,79668103,-1
748,81775507,-1
117,14874937,-1
1107,27016158,-1
1291,55085359,-1
1140,54458604,-1
966,48395166,-1
1605,21236673,-1
914,35476568,-1
561,74460153,-1
1508,19147873,-1
914,53849026,-1
1605,61560286,-1
1415,48205094,-1
136,31360269,-1
1918,34337260,-1
1379,14232830,-1
561,46940692,-1
191,18599510,-1
2013,1527369,-1
1379,40252962,-1
1566,34185683,-1
1566,69036265,-1
1377,35265095,-1
7,12049654,-1
765,75401397,-1
404,81507805,-1
692,67937443,-1
519,82148283,-1
1415,27977242,-1
1317,22025450,-1
212,76700987,-1
1746,36443629,-1
302,21899842,1
212,63298523,-1
2050,76865346,-1
411,24467220,-1
886,45337886,-1
302,21826365,-1
1566,78867162,1
1871,2225063,-1
846,22495035,-1
1566,44593410,-1
70,69322796,1
846,19036549,-1
231,39655108,-1
411,76320935,-1
1930,59762651,-1
1622,33328122,-1
1566,70196293,-1
411,11594451,-1
1468,35571873,1
1254,80500352,-1
173,5441168,1
613,66661611,-1
1716,10162450,1
914,2984833,-1
1317,69736969,-1
686,82135606,-1
561,60304201,-1
1407,6792511,-1
136,33467830,-1
1468,54437754,-1
692,20634586,-1
1605,57997516,-1
1379,63454545,-1
1415,18517250,-1
